iso_code,country_name,year,political_stability,govt_effectiveness,rule_of_law,control_corruption
MLT,Malta,2022,0.911,0.8041,0.7857,0.2388
MLT,Malta,2023,0.8581,0.3973,0.7023,0.1097
MMR,Myanmar,2015,-1.1667,-1.2901,-1.259,-0.8539
MMR,Myanmar,2016,-0.8081,-1.0119,-0.9024,-0.6418
MMR,Myanmar,2017,-1.0841,-1.0861,-0.9593,-0.5905
MMR,Myanmar,2018,-1.267,-1.0914,-1.0437,-0.6127
MMR,Myanmar,2019,-1.3305,-1.1858,-1.0793,-0.6449
MMR,Myanmar,2020,-1.5117,-1.0161,-1.1957,-0.6797
MMR,Myanmar,2021,-2.0841,-1.4151,-1.4678,-1.0482
MMR,Myanmar,2022,-2.1957,-1.685,-1.5281,-1.1515
MMR,Myanmar,2023,-2.1253,-1.7528,-1.6169,-1.2165
MNE,Montenegro,2015,0.1366,0.1665,-0.0457,-0.1235
MNE,Montenegro,2016,0.2687,0.1351,-0.1351,-0.0821
MNE,Montenegro,2017,-0.0626,0.1713,-0.1116,-0.085
MNE,Montenegro,2018,0.0377,0.0904,0.0028,-0.0148
MNE,Montenegro,2019,0.0581,0.1064,-0.0074,-0.0302
MNE,Montenegro,2020,-0.0612,-0.1067,-0.0406,-0.0437
MNE,Montenegro,2021,-0.0524,-0.0305,-0.0841,-0.0441
MNE,Montenegro,2022,-0.1409,-0.0275,-0.1261,-0.1187
MNE,Montenegro,2023,0.0693,0.2471,-0.0422,-0.0793
MNG,Mongolia,2015,0.7118,-0.4482,-0.3899,-0.5178
MNG,Mongolia,2016,0.7876,-0.096,-0.2263,-0.51
MNG,Mongolia,2017,0.7834,-0.2784,-0.3166,-0.4759
MNG,Mongolia,2018,0.8313,-0.2464,-0.2786,-0.4491
MNG,Mongolia,2019,0.6368,-0.2344,-0.2583,-0.4558
MNG,Mongolia,2020,0.7178,-0.4197,-0.2694,-0.4949
MNG,Mongolia,2021,0.7059,-0.5155,-0.2502,-0.5537
MNG,Mongolia,2022,0.53,-0.4249,-0.1878,-0.5612
MNG,Mongolia,2023,0.5927,-0.4715,-0.1845,-0.4926
MOZ,Mozambique,2015,-0.5164,-0.8287,-0.8694,-0.7795
MOZ,Mozambique,2016,-1.0968,-0.9462,-1.0752,-0.9027
MOZ,Mozambique,2017,-0.9181,-0.957,-1.0071,-0.8574
MOZ,Mozambique,2018,-0.8332,-0.9609,-1.0676,-0.809
MOZ,Mozambique,2019,-0.7657,-0.9092,-1.073,-0.8721
MOZ,Mozambique,2020,-1.2831,-0.8102,-1.0767,-0.7875
MOZ,Mozambique,2021,-1.257,-0.8028,-1.0552,-0.8323
MOZ,Mozambique,2022,-1.2656,-0.737,-1.0247,-0.8358
MOZ,Mozambique,2023,-1.2687,-0.7166,-1.0263,-0.8284
MRT,Mauritania,2015,-0.6357,-1.0679,-0.8916,-0.9396
MRT,Mauritania,2016,-0.7487,-0.8543,-0.7462,-0.7623
MRT,Mauritania,2017,-0.6295,-0.8032,-0.6181,-0.7732
MRT,Mauritania,2018,-0.6324,-0.8255,-0.7074,-0.8124
MRT,Mauritania,2019,-0.5629,-0.6095,-0.6085,-0.8662
MRT,Mauritania,2020,-0.7009,-0.8392,-0.6039,-0.8154
MRT,Mauritania,2021,-0.5555,-0.7761,-0.6871,-0.8425
MRT,Mauritania,2022,-0.5169,-0.7251,-0.6464,-0.7907
MRT,Mauritania,2023,-0.5034,-0.7636,-0.6391,-0.8227
MUS,Mauritius,2015,0.9886,1.1266,0.8436,0.2236
MUS,Mauritius,2016,0.9992,1.019,0.6881,0.1067
MUS,Mauritius,2017,0.9624,0.9596,0.6701,0.1563
MUS,Mauritius,2018,0.8596,0.8949,0.7103,0.1863
MUS,Mauritius,2019,0.802,0.8624,0.693,0.2104
MUS,Mauritius,2020,0.873,0.8532,0.8869,0.441
MUS,Mauritius,2021,0.8326,0.8139,0.8427,0.4424
MUS,Mauritius,2022,0.83,0.7662,0.7963,0.4204
MUS,Mauritius,2023,0.7754,0.7101,0.8053,0.4532
MWI,Malawi,2015,0.0343,-0.7386,-0.3293,-0.7942
MWI,Malawi,2016,-0.1161,-0.7957,-0.3951,-0.7849
MWI,Malawi,2017,-0.2498,-0.7253,-0.3941,-0.6876
MWI,Malawi,2018,-0.4312,-0.8014,-0.4054,-0.7659
MWI,Malawi,2019,-0.2868,-0.7986,-0.342,-0.7836
MWI,Malawi,2020,-0.1189,-0.8183,-0.2775,-0.3922
MWI,Malawi,2021,-0.1093,-0.7925,-0.2486,-0.3225
MWI,Malawi,2022,-0.158,-0.8532,-0.222,-0.6089
MWI,Malawi,2023,-0.2356,-0.8595,-0.1555,-0.6028
MYS,Malaysia,2015,0.2539,0.9171,0.4025,0.1816
MYS,Malaysia,2016,0.1295,0.8177,0.3879,0.0274
MYS,Malaysia,2017,0.1112,0.7777,0.3882,-0.0061
MYS,Malaysia,2018,0.2481,1.0539,0.5292,0.2999
MYS,Malaysia,2019,0.1465,0.9678,0.4916,0.233
MYS,Malaysia,2020,0.1259,1.0223,0.5731,0.2286
MYS,Malaysia,2021,0.0596,0.9524,0.5321,0.1462
MYS,Malaysia,2022,0.1631,0.9927,0.5614,0.2489
MYS,Malaysia,2023,0.1685,0.8754,0.5719,0.2956
NAM,Namibia,2015,0.7253,0.2955,0.2376,0.27
NAM,Namibia,2016,0.6995,0.1937,0.4568,0.2806
NAM,Namibia,2017,0.6219,0.2241,0.2766,0.2615
NAM,Namibia,2018,0.6851,0.1138,0.3293,0.3069
NAM,Namibia,2019,0.5289,0.1002,0.3617,0.3123
NAM,Namibia,2020,0.5124,0.0524,0.3315,0.2687
NAM,Namibia,2021,0.5188,0.0391,0.335,0.2202
NAM,Namibia,2022,0.5599,0.0693,0.4149,0.2151
NAM,Namibia,2023,0.5448,0.0309,0.4455,0.1101
NER,Niger,2015,-1.0597,-0.7226,-0.5931,-0.6745
NER,Niger,2016,-1.1008,-0.6941,-0.6851,-0.666
NER,Niger,2017,-1.2595,-0.7547,-0.7046,-0.6877
NER,Niger,2018,-1.3583,-0.8277,-0.6052,-0.593
NER,Niger,2019,-1.405,-0.8403,-0.5525,-0.5679
NER,Niger,2020,-1.6672,-0.6609,-0.5736,-0.6627
NER,Niger,2021,-1.5385,-0.644,-0.4256,-0.5807
NER,Niger,2022,-1.4644,-0.6276,-0.4981,-0.5848
NER,Niger,2023,-1.6689,-0.6409,-0.7081,-0.5638
NGA,Nigeria,2015,-1.9217,-0.9966,-0.9833,-1.0961
NGA,Nigeria,2016,-1.8739,-1.1204,-1.0387,-1.0453
NGA,Nigeria,2017,-1.9967,-1.0412,-0.8873,-1.0992
NGA,Nigeria,2018,-2.0975,-1.1182,-0.9176,-1.0839
NGA,Nigeria,2019,-1.9332,-1.2132,-0.9384,-1.1132
NGA,Nigeria,2020,-1.892,-1.1438,-0.842,-1.1186
NGA,Nigeria,2021,-1.7874,-1.027,-0.8708,-1.1012
NGA,Nigeria,2022,-1.7789,-1.0415,-0.914,-1.1297
NGA,Nigeria,2023,-1.7684,-0.8479,-0.8877,-1.041
NIC,Nicaragua,2015,-0.0922,-0.8623,-0.7547,-0.9074
NIC,Nicaragua,2016,-0.0955,-0.7376,-0.6569,-0.897
NIC,Nicaragua,2017,-0.0538,-0.6681,-0.6607,-0.8956
NIC,Nicaragua,2018,-0.9509,-0.8123,-1.0785,-1.024
NIC,Nicaragua,2019,-0.9925,-0.7773,-1.2016,-1.0322
NIC,Nicaragua,2020,-0.5857,-0.6797,-1.1987,-1.1804
NIC,Nicaragua,2021,-0.472,-0.8848,-1.3663,-1.2552
NIC,Nicaragua,2022,-0.3585,-1.0369,-1.3109,-1.2876
NIC,Nicaragua,2023,-0.1256,-1.0849,-1.2782,-1.3884
NLD,Netherlands,2015,0.9125,1.8286,1.9069,1.8334
NLD,Netherlands,2016,0.8969,1.8203,1.8456,1.8584
NLD,Netherlands,2017,0.9071,1.814,1.7583,1.7456
NLD,Netherlands,2018,0.8383,1.8097,1.7445,1.8891
NLD,Netherlands,2019,0.8213,1.7672,1.7347,1.8676
NLD,Netherlands,2020,0.8309,1.8052,1.7063,2.0
NLD,Netherlands,2021,0.8931,1.7251,1.6986,2.0042
NLD,Netherlands,2022,0.7268,1.5789,1.6568,1.9172
NLD,Netherlands,2023,0.6583,1.6255,1.6425,1.8671
NOR,Norway,2015,1.1456,1.8331,1.9753,2.2003
NOR,Norway,2016,1.1816,1.8324,1.9945,2.1495
NOR,Norway,2017,1.1507,1.9444,1.9807,2.1912
NOR,Norway,2018,1.1208,1.8451,1.9221,2.0503
NOR,Norway,2019,1.1421,1.8277,1.9408,2.0338
NOR,Norway,2020,1.2216,1.8878,1.9299,2.0658
NOR,Norway,2021,1.0886,1.7954,1.9079,2.1083
NOR,Norway,2022,0.8612,1.9417,1.7609,2.0676
NOR,Norway,2023,0.8929,1.7999,1.834,2.1135
NPL,Nepal,2015,-0.9974,-1.1361,-0.6938,-0.6035
NPL,Nepal,2016,-0.847,-0.8936,-0.8123,-0.8268
NPL,Nepal,2017,-0.5838,-0.9413,-0.6945,-0.7755
NPL,Nepal,2018,-0.543,-0.9547,-0.4915,-0.689
NPL,Nepal,2019,-0.4537,-1.0923,-0.5539,-0.6914
NPL,Nepal,2020,-0.1782,-0.9851,-0.5135,-0.5985
NPL,Nepal,2021,-0.1877,-0.9297,-0.4888,-0.5567
NPL,Nepal,2022,-0.2392,-0.9181,-0.4482,-0.5328
NPL,Nepal,2023,-0.2262,-0.8078,-0.4627,-0.5079
NRU,Nauru,2015,1.088,-0.1216,-0.6028,0.5157
NRU,Nauru,2016,1.1089,-0.0839,-0.5509,0.5821
NRU,Nauru,2017,0.9319,-0.0476,-0.0667,0.5617
NRU,Nauru,2018,0.9458,0.2726,-0.063,0.511
NRU,Nauru,2019,0.7951,-0.0048,-0.1364,0.5305
NRU,Nauru,2020,0.778,0.1425,-0.1037,0.5992
NRU,Nauru,2021,0.7894,0.0907,-0.0741,0.605
NRU,Nauru,2022,0.8779,0.1985,-0.0234,0.6018
NRU,Nauru,2023,0.9766,-0.0678,-0.0184,0.5886
NZL,New Zealand,2015,1.5111,1.8528,1.9653,2.2332
NZL,New Zealand,2016,1.5011,1.8059,1.9136,2.2367
NZL,New Zealand,2017,1.5619,1.728,1.8845,2.1959
NZL,New Zealand,2018,1.5122,1.6287,1.8338,2.1354
NZL,New Zealand,2019,1.417,1.6324,1.8438,2.1309
NZL,New Zealand,2020,1.4684,1.5387,1.8384,2.1169
NZL,New Zealand,2021,1.3945,1.3057,1.7812,2.1698
NZL,New Zealand,2022,1.3212,1.3403,1.7304,2.1632
NZL,New Zealand,2023,1.3586,1.53,1.7057,2.0841
OMN,Oman,2015,0.7781,0.0352,0.3526,0.2361
OMN,Oman,2016,0.7498,0.1385,0.3834,0.3053
OMN,Oman,2017,0.7493,0.1343,0.4077,0.2146
OMN,Oman,2018,0.6422,0.1268,0.4368,0.2152
OMN,Oman,2019,0.5893,0.2064,0.5277,0.4213
OMN,Oman,2020,0.4198,0.1045,0.5934,0.2033
OMN,Oman,2021,0.432,-0.1552,0.3829,0.0622
OMN,Oman,2022,0.5322,0.0215,0.4989,0.0526
OMN,Oman,2023,0.5866,0.2746,0.6128,0.2152
PAK,Pakistan,2015,-2.4719,-0.7096,-0.777,-0.8345
PAK,Pakistan,2016,-2.4739,-0.7001,-0.8155,-0.9009
PAK,Pakistan,2017,-2.3969,-0.6347,-0.7317,-0.8026
PAK,Pakistan,2018,-2.254,-0.6666,-0.6836,-0.8019
PAK,Pakistan,2019,-2.2517,-0.7182,-0.6884,-0.88
PAK,Pakistan,2020,-1.7927,-0.5711,-0.7129,-0.8574
PAK,Pakistan,2021,-1.7137,-0.4388,-0.6586,-0.8105
PAK,Pakistan,2022,-1.8398,-0.6247,-0.6721,-0.8044
PAK,Pakistan,2023,-1.9327,-0.5778,-0.8599,-0.9994
PAN,Panama,2015,0.3774,0.2778,-0.141,-0.435
PAN,Panama,2016,0.4007,0.1536,0.0337,-0.574
PAN,Panama,2017,0.3803,0.0281,0.0076,-0.6137
PAN,Panama,2018,0.2522,0.0127,-0.1591,-0.6103
PAN,Panama,2019,0.2909,0.0999,-0.1919,-0.6438
PAN,Panama,2020,0.2355,0.1646,-0.285,-0.5842
PAN,Panama,2021,0.3072,0.1236,-0.2694,-0.5916
PAN,Panama,2022,0.2892,-0.1281,-0.3599,-0.6349
PAN,Panama,2023,0.2131,-0.2097,-0.346,-0.6281
PER,Peru,2015,-0.3989,-0.3675,-0.4996,-0.6039
PER,Peru,2016,-0.2079,-0.2563,-0.496,-0.4303
PER,Peru,2017,-0.2635,-0.2048,-0.5233,-0.5624
PER,Peru,2018,-0.2769,-0.3238,-0.5667,-0.598
PER,Peru,2019,-0.1636,-0.1259,-0.5201,-0.5095
PER,Peru,2020,-0.3577,-0.2943,-0.3828,-0.5246
PER,Peru,2021,-0.3553,-0.2953,-0.5325,-0.6538
PER,Peru,2022,-0.4871,-0.3984,-0.5528,-0.808
PER,Peru,2023,-0.5218,-0.4919,-0.5381,-0.721
PHL,Philippines,2015,-0.8547,0.1602,-0.4174,-0.4811
PHL,Philippines,2016,-1.3787,0.0185,-0.4315,-0.5192
PHL,Philippines,2017,-1.1893,-0.0349,-0.5013,-0.5075
PHL,Philippines,2018,-1.0962,0.0623,-0.5651,-0.5763
PHL,Philippines,2019,-0.9281,0.06,-0.5744,-0.6062
PHL,Philippines,2020,-0.7787,0.0678,-0.6521,-0.5107
PHL,Philippines,2021,-0.984,0.0348,-0.6668,-0.5301
PHL,Philippines,2022,-0.6553,0.0639,-0.5183,-0.5412
PHL,Philippines,2023,-0.5661,0.1541,-0.4181,-0.5376
PLW,Palau,2015,0.8215,0.1333,0.9176,0.5157
PLW,Palau,2016,0.8469,0.1981,0.9326,0.5821
PLW,Palau,2017,1.2137,0.2316,0.9557,0.5617
PLW,Palau,2018,1.195,0.233,1.0016,0.511
PLW,Palau,2019,1.1718,0.2279,0.7827,0.5305
PLW,Palau,2020,1.1661,0.3858,0.685,0.5992
PLW,Palau,2021,1.1724,0.3659,0.7149,0.605
PLW,Palau,2022,1.084,0.4497,0.9529,0.6018
PLW,Palau,2023,1.0808,0.4423,0.9355,0.5886
PNG,Papua New Guinea,2015,-0.4163,-0.6023,-0.869,-0.9533
PNG,Papua New Guinea,2016,-0.5043,-0.7351,-0.7801,-0.9423
PNG,Papua New Guinea,2017,-0.6912,-0.6641,-0.8174,-0.912
PNG,Papua New Guinea,2018,-0.6565,-0.6561,-0.7648,-0.868
PNG,Papua New Guinea,2019,-0.7069,-0.7931,-0.8,-1.0022
PNG,Papua New Guinea,2020,-0.6534,-0.8302,-0.7099,-0.5968
PNG,Papua New Guinea,2021,-0.5785,-0.8898,-0.7517,-0.7705
PNG,Papua New Guinea,2022,-0.6594,-0.8105,-0.616,-0.6963
PNG,Papua New Guinea,2023,-0.4788,-0.8024,-0.5398,-0.6572
POL,Poland,2015,0.8623,0.7411,0.8036,0.6945
POL,Poland,2016,0.4962,0.6515,0.5938,0.7596
POL,Poland,2017,0.5098,0.5508,0.4009,0.6988
POL,Poland,2018,0.4805,0.5469,0.3769,0.6228
POL,Poland,2019,0.5507,0.5128,0.3912,0.611
POL,Poland,2020,0.4916,0.3242,0.5247,0.6187
POL,Poland,2021,0.4919,0.2543,0.4256,0.5461
POL,Poland,2022,0.5051,0.2589,0.4281,0.5066
POL,Poland,2023,0.5596,0.4214,0.4587,0.5654
PRI,Puerto Rico (US),2015,0.8471,0.3238,0.7168,0.0472
PRI,Puerto Rico (US),2016,0.6778,0.3553,0.6293,-0.0095
PRI,Puerto Rico (US),2017,0.482,-0.1338,0.5942,0.0972
PRI,Puerto Rico (US),2018,0.2738,-0.1931,0.5566,0.0013
PRI,Puerto Rico (US),2019,0.1427,-0.2001,0.5588,-0.0236
PRI,Puerto Rico (US),2020,0.4354,-0.2983,0.6052,-0.0183
PRI,Puerto Rico (US),2021,0.4881,-0.3018,0.5745,0.3685
PRI,Puerto Rico (US),2022,0.5426,-0.4824,0.531,0.1136
PRI,Puerto Rico (US),2023,0.5102,-0.3891,0.4935,0.0196
PRK,"Korea, Dem. People's Rep.",2015,-1.1517,-1.6707,-1.6564,-1.2731
PRK,"Korea, Dem. People's Rep.",2016,-0.684,-1.6631,-1.6746,-1.4621
PRK,"Korea, Dem. People's Rep.",2017,-0.5,-1.7036,-1.7233,-1.502
PRK,"Korea, Dem. People's Rep.",2018,-0.3407,-1.6062,-1.6429,-1.588
PRK,"Korea, Dem. People's Rep.",2019,-0.2869,-1.4345,-1.6609,-1.6091
PRK,"Korea, Dem. People's Rep.",2020,-0.3787,-1.4903,-1.6078,-1.7029
PRK,"Korea, Dem. People's Rep.",2021,-0.4773,-1.585,-1.6356,-1.6222
PRK,"Korea, Dem. People's Rep.",2022,-0.4308,-1.4638,-1.6624,-1.606
PRK,"Korea, Dem. People's Rep.",2023,-0.3662,-1.4841,-1.6429,-1.5845
PRT,Portugal,2015,0.9042,1.1579,1.1019,0.8921
PRT,Portugal,2016,0.9586,1.1483,1.0433,0.8589
PRT,Portugal,2017,1.1062,1.294,1.104,0.8214
PRT,Portugal,2018,1.1153,1.1812,1.108,0.8063
PRT,Portugal,2019,1.0518,1.1342,1.1064,0.7455
PRT,Portugal,2020,1.0087,0.9796,1.1567,0.7211
PRT,Portugal,2021,0.9374,0.9524,1.105,0.742
PRT,Portugal,2022,0.7958,1.0011,1.1122,0.7289
PRT,Portugal,2023,0.7126,0.9876,1.0677,0.6963
PRY,Paraguay,2015,0.0352,-0.9988,-0.6444,-1.0189
PRY,Paraguay,2016,0.1345,-0.8218,-0.6897,-0.7631
PRY,Paraguay,2017,-0.0029,-0.8418,-0.668,-0.7507
PRY,Paraguay,2018,-0.0867,-0.6049,-0.6023,-0.8708
PRY,Paraguay,2019,-0.018,-0.5768,-0.5675,-0.8936
PRY,Paraguay,2020,0.0167,-0.5652,-0.4278,-0.8579
PRY,Paraguay,2021,-0.0009,-0.6559,-0.5759,-1.0265
PRY,Paraguay,2022,0.0355,-0.614,-0.5915,-1.0906
PRY,Paraguay,2023,0.082,-0.4621,-0.5822,-1.0577
PSE,West Bank and Gaza,2015,-2.1541,-0.5072,-0.5263,-0.4859
PSE,West Bank and Gaza,2016,-1.9709,-0.6688,-0.3614,-0.1828
PSE,West Bank and Gaza,2017,-1.6506,-0.4351,-0.434,-0.0606
PSE,West Bank and Gaza,2018,-1.8049,-0.7916,-0.5032,-0.2258
PSE,West Bank and Gaza,2019,-1.8894,-0.7751,-0.5043,-0.3538
PSE,West Bank and Gaza,2020,-2.0182,-0.6771,-0.4732,-0.5763
PSE,West Bank and Gaza,2021,-1.8369,-0.797,-0.5127,-0.7615
PSE,West Bank and Gaza,2022,-1.702,-0.902,-0.5552,-0.7027
PSE,West Bank and Gaza,2023,-1.8652,-1.2096,-0.6828,-0.6761
QAT,Qatar,2015,0.9836,0.9416,0.7444,0.8561
QAT,Qatar,2016,0.8841,0.7237,0.7667,0.8634
QAT,Qatar,2017,0.648,0.7285,0.6973,0.6988
QAT,Qatar,2018,0.6494,0.6304,0.7053,0.6931
QAT,Qatar,2019,0.6844,0.7074,0.7077,0.8173
QAT,Qatar,2020,0.6696,0.8671,0.9807,0.7549
QAT,Qatar,2021,0.8334,1.0761,0.9038,0.7801
QAT,Qatar,2022,0.9602,1.1366,0.9171,0.804
QAT,Qatar,2023,0.9934,1.1974,0.9329,0.7022
ROU,Romania,2015,0.1818,0.0988,0.2049,-0.1709
ROU,Romania,2016,0.2668,-0.0683,0.4525,-0.1787
ROU,Romania,2017,0.0485,-0.0848,0.4366,-0.1415
ROU,Romania,2018,0.0363,-0.1771,0.3675,-0.2269
ROU,Romania,2019,0.5423,-0.2151,0.4153,-0.2369
ROU,Romania,2020,0.509,-0.2869,0.3687,-0.0986
ROU,Romania,2021,0.5818,-0.1634,0.3805,-0.0614
ROU,Romania,2022,0.4311,-0.0005,0.4034,0.0165
ROU,Romania,2023,0.3736,-0.0927,0.4374,0.0405
RUS,Russian Federation,2015,-1.0322,-0.3321,-0.8151,-0.9741
RUS,Russian Federation,2016,-0.9477,-0.3241,-0.8451,-0.8387
RUS,Russian Federation,2017,-0.6428,-0.191,-0.8459,-0.9147
RUS,Russian Federation,2018,-0.5383,-0.1038,-0.8327,-0.8693
RUS,Russian Federation,2019,-0.5511,0.0242,-0.7712,-0.8223
RUS,Russian Federation,2020,-0.6674,-0.1111,-0.8052,-0.9306
RUS,Russian Federation,2021,-0.7079,-0.2104,-0.8862,-0.921
RUS,Russian Federation,2022,-1.006,-0.6963,-1.1966,-0.9798
RUS,Russian Federation,2023,-1.1343,-0.7125,-1.1876,-1.1047
RWA,Rwanda,2015,0.0025,-0.1467,0.0389,0.5984
RWA,Rwanda,2016,-0.0665,0.0133,0.0965,0.6186
RWA,Rwanda,2017,0.0783,0.1785,0.1141,0.6059
RWA,Rwanda,2018,0.1018,0.0796,0.1092,0.5357
RWA,Rwanda,2019,0.057,0.0929,0.0628,0.5214
RWA,Rwanda,2020,0.0695,0.2738,0.0758,0.5278
RWA,Rwanda,2021,0.072,0.2273,0.1721,0.573
RWA,Rwanda,2022,0.0828,0.2321,0.1477,0.5614
RWA,Rwanda,2023,0.1081,0.3884,0.2052,0.6717
SAU,Saudi Arabia,2015,-0.6344,0.155,0.0976,0.0214
SAU,Saudi Arabia,2016,-0.4728,0.2141,0.3158,0.1989
SAU,Saudi Arabia,2017,-0.6496,0.2107,0.0773,0.3323
SAU,Saudi Arabia,2018,-0.661,0.2738,0.1178,0.3307
SAU,Saudi Arabia,2019,-0.624,0.2613,0.1453,0.2469
SAU,Saudi Arabia,2020,-0.6506,0.1136,0.2155,0.2417
SAU,Saudi Arabia,2021,-0.5924,0.4647,0.2056,0.2829
SAU,Saudi Arabia,2022,-0.3558,0.5823,0.2899,0.3573
SAU,Saudi Arabia,2023,-0.2132,0.7964,0.4146,0.536
SDN,Sudan,2015,-2.1552,-1.5112,-1.2329,-1.5002
SDN,Sudan,2016,-2.3311,-1.5597,-1.2816,-1.5612
SDN,Sudan,2017,-1.9715,-1.4758,-1.1219,-1.5597
SDN,Sudan,2018,-1.8219,-1.629,-1.1385,-1.4574
SDN,Sudan,2019,-1.6963,-1.6585,-1.1725,-1.4042
SDN,Sudan,2020,-1.6571,-1.5389,-1.0852,-1.419
SDN,Sudan,2021,-1.9877,-1.6622,-1.2185,-1.2759
SDN,Sudan,2022,-2.0769,-1.6864,-1.2601,-1.4137
SDN,Sudan,2023,-2.4669,-1.9771,-1.6742,-1.5021
SEN,Senegal,2015,-0.1202,-0.4834,-0.1594,0.0313
SEN,Senegal,2016,-0.226,-0.5027,-0.1238,-0.0243
SEN,Senegal,2017,-0.0557,-0.3653,-0.1716,-0.1143
SEN,Senegal,2018,-0.1074,-0.3295,-0.2246,-0.0474
SEN,Senegal,2019,0.0376,-0.1343,-0.2152,-0.0036
SEN,Senegal,2020,-0.1431,-0.0598,-0.3208,-0.0073
SEN,Senegal,2021,-0.1798,0.0246,-0.3986,0.0423
SEN,Senegal,2022,-0.1576,0.0398,-0.2688,-0.0132
SEN,Senegal,2023,-0.1386,0.0697,-0.2736,0.0578
SGP,Singapore,2015,1.2989,2.2487,1.7791,2.0511
SGP,Singapore,2016,1.4775,2.2146,1.7862,2.0422
SGP,Singapore,2017,1.5991,2.226,1.7858,2.0888
SGP,Singapore,2018,1.4683,2.2318,1.8029,2.1347
SGP,Singapore,2019,1.4805,2.2317,1.8381,2.12
SGP,Singapore,2020,1.4385,2.2842,1.8354,2.1182
SGP,Singapore,2021,1.4425,2.248,1.8195,2.1395
SGP,Singapore,2022,1.4404,2.1442,1.7782,2.0947
SGP,Singapore,2023,1.4242,2.3175,1.7532,2.0402
SLB,Solomon Islands,2015,0.64,-0.994,-0.4896,-0.3452
SLB,Solomon Islands,2016,0.4918,-0.9272,-0.3,-0.3561
SLB,Solomon Islands,2017,0.1881,-0.933,-0.1918,0.0926
SLB,Solomon Islands,2018,0.3552,-0.9015,-0.202,-0.0349
SLB,Solomon Islands,2019,0.4972,-0.8823,-0.109,-0.0506
SLB,Solomon Islands,2020,0.5604,-0.697,-0.0365,0.0683
SLB,Solomon Islands,2021,0.5419,-0.8381,-0.3635,-0.1642
SLB,Solomon Islands,2022,0.4139,-0.6795,-0.2408,-0.1846
SLB,Solomon Islands,2023,0.4459,-0.7336,-0.2629,-0.1347
SLE,Sierra Leone,2015,-0.1063,-1.284,-0.8805,-0.8205
SLE,Sierra Leone,2016,-0.1671,-1.2255,-0.8032,-0.8415
SLE,Sierra Leone,2017,-0.0394,-1.2201,-0.8065,-0.5903
SLE,Sierra Leone,2018,-0.0888,-1.1912,-0.7972,-0.5117
SLE,Sierra Leone,2019,-0.0569,-1.1744,-0.8041,-0.4708
SLE,Sierra Leone,2020,-0.3024,-1.0633,-0.7945,-0.3961
SLE,Sierra Leone,2021,-0.097,-1.1525,-0.8398,-0.4556
SLE,Sierra Leone,2022,-0.0945,-1.1701,-0.831,-0.5599
SLE,Sierra Leone,2023,-0.2387,-1.1556,-0.833,-0.5746
SLV,El Salvador,2015,-0.0205,-0.2859,-0.6168,-0.4478
SLV,El Salvador,2016,-0.1046,-0.3439,-0.758,-0.5562
SLV,El Salvador,2017,-0.2638,-0.3873,-0.8733,-0.5343
SLV,El Salvador,2018,-0.3892,-0.49,-0.9303,-0.5864
SLV,El Salvador,2019,-0.1202,-0.5311,-0.866,-0.5379
SLV,El Salvador,2020,-0.115,-0.2613,-0.7771,-0.5776
SLV,El Salvador,2021,-0.0915,-0.3418,-0.8664,-0.5537
SLV,El Salvador,2022,-0.3525,-0.3213,-0.7422,-0.6425
