country_code,year,refugees,asylum_seekers,refugees_plus_asylum
ABW,2022,0,7,7
AFG,2010,3054699,37101,3091800
AFG,2011,2664423,39199,2703622
AFG,2012,2586132,62304,2648436
AFG,2013,2556483,75284,2631767
AFG,2014,2596259,85407,2681666
AFG,2015,2666294,258862,2925156
AFG,2016,2501447,369072,2870519
AFG,2017,2624265,333986,2958251
AFG,2018,2681267,310107,2991374
AFG,2019,2727556,251047,2978603
AFG,2020,2594827,238791,2833618
AFG,2021,2712869,262860,2975729
AFG,2022,5661717,294493,5956210
AFG,2023,6403144,296033,6699177
AGO,2010,134851,710,135561
AGO,2011,128657,773,129430
AGO,2012,19253,1158,20411
AGO,2013,10274,1442,11716
AGO,2014,9468,1718,11186
AGO,2015,11855,3251,15106
AGO,2016,8388,4767,13155
AGO,2017,8292,7819,16111
AGO,2018,8243,8904,17147
AGO,2019,8176,10772,18948
AGO,2020,8196,12402,20598
AGO,2021,11403,12692,24095
AGO,2022,12021,16523,28544
AGO,2023,11506,22824,34330
AIA,2020,0,5,5
AIA,2021,0,5,5
AIA,2022,5,5,10
AIA,2023,0,5,5
ALB,2010,14771,1350,16121
ALB,2011,13552,2193,15745
ALB,2012,12569,3722,16291
ALB,2013,10104,9771,19875
ALB,2014,10156,15098,25254
ALB,2015,10404,42155,52559
ALB,2016,11060,23760,34820
ALB,2017,12168,18761,30929
ALB,2018,13512,21071,34583
ALB,2019,15027,19007,34034
ALB,2020,15523,17628,33151
ALB,2021,19847,22331,42178
ALB,2022,20865,34406,55271
ALB,2023,21919,17539,39458
AND,2010,5,0,5
AND,2011,5,0,5
AND,2012,6,0,6
AND,2013,5,0,5
AND,2014,5,0,5
AND,2015,5,5,10
AND,2016,0,5,5
AND,2017,0,5,5
AND,2020,0,5,5
AND,2021,0,5,5
AND,2022,5,5,10
AND,2023,0,14,14
ARE,2010,418,24,442
ARE,2011,484,6,490
ARE,2012,580,13,593
ARE,2013,84,41,125
ARE,2014,84,68,152
ARE,2015,91,103,194
ARE,2016,103,160,263
ARE,2017,137,207,344
ARE,2018,169,272,441
ARE,2019,155,181,336
ARE,2020,181,181,362
ARE,2021,160,215,375
ARE,2022,199,594,793
ARE,2023,229,171,400
ARG,2010,553,84,637
ARG,2011,506,54,560
ARG,2012,435,41,476
ARG,2013,381,71,452
ARG,2014,311,102,413
ARG,2015,186,160,346
ARG,2016,120,219,339
ARG,2017,121,352,473
ARG,2018,112,489,601
ARG,2019,99,932,1031
ARG,2020,99,1189,1288
ARG,2021,124,1774,1898
ARG,2022,194,2271,2465
ARG,2023,300,4388,4688
ARM,2010,17553,2947,20500
ARM,2011,16491,2652,19143
ARM,2012,15937,2888,18825
ARM,2013,11995,5363,17358
ARM,2014,11839,6287,18126
ARM,2015,11211,8491,19702
ARM,2016,10707,13092,23799
ARM,2017,10786,14907,25693
ARM,2018,11040,13697,24737
ARM,2019,10962,11097,22059
ARM,2020,10334,8850,19184
ARM,2021,12255,9291,21546
ARM,2022,14868,13474,28342
ARM,2023,15072,18378,33450
ATG,2010,28,32,60
ATG,2011,32,32,64
ATG,2012,45,35,80
ATG,2013,50,28,78
ATG,2014,53,15,68
ATG,2015,56,12,68
ATG,2016,82,30,112
ATG,2017,99,63,162
ATG,2018,107,47,154
ATG,2019,117,65,182
ATG,2020,108,51,159
ATG,2021,105,55,160
ATG,2022,58,58,116
ATG,2023,67,51,118
AUS,2010,38,10,48
AUS,2011,38,5,43
AUS,2012,47,5,52
AUS,2013,27,5,32
AUS,2014,27,0,27
AUS,2015,21,0,21
AUS,2016,15,10,25
AUS,2017,10,10,20
AUS,2018,10,17,27
AUS,2019,20,50,70
AUS,2020,20,12,32
AUS,2021,16,21,37
AUS,2022,36,25,61
AUS,2023,29,68,97
AUT,2010,10,0,10
AUT,2011,10,0,10
AUT,2012,15,5,20
AUT,2013,5,10,15
AUT,2014,5,0,5
AUT,2015,0,5,5
AUT,2016,0,5,5
AUT,2017,10,26,36
AUT,2018,24,10,34
AUT,2019,18,10,28
AUT,2020,18,0,18
AUT,2021,23,5,28
AUT,2022,41,17,58
AUT,2023,23,30,53
AZE,2010,16756,2072,18828
AZE,2011,16168,2188,18356
AZE,2012,15541,2187,17728
AZE,2013,10808,3613,14421
AZE,2014,10508,4391,14899
AZE,2015,9707,5212,14919
AZE,2016,10118,8098,18216
AZE,2017,10893,9541,20434
AZE,2018,11246,9318,20564
AZE,2019,11626,8232,19858
AZE,2020,101468,6425,107893
AZE,2021,39478,5235,44713
AZE,2022,42116,5726,47842
AZE,2023,158098,6777,164875
BDI,2010,84053,7494,91547
BDI,2011,101282,9495,110777
BDI,2012,73354,12957,86311
BDI,2013,72636,14396,87032
BDI,2014,72477,19357,91834
BDI,2015,292750,26856,319606
BDI,2016,408066,24395,432461
BDI,2017,439320,60433,499753
BDI,2018,387850,53360,441210
BDI,2019,380900,53166,434066
BDI,2020,372951,50227,423178
BDI,2021,323635,52171,375806
BDI,2022,320702,56399,377101
BDI,2023,319857,61035,380892
BEL,2010,80,6,86
BEL,2011,88,0,88
BEL,2012,91,13,104
BEL,2013,76,31,107
BEL,2014,76,21,97
BEL,2015,66,37,103
BEL,2016,44,20,64
BEL,2017,52,37,89
BEL,2018,50,79,129
BEL,2019,34,105,139
BEL,2020,28,62,90
BEL,2021,29,89,118
BEL,2022,28,86,114
BEL,2023,53,149,202
BEN,2010,438,225,663
BEN,2011,460,269,729
BEN,2012,451,428,879
BEN,2013,294,501,795
BEN,2014,330,684,1014
BEN,2015,400,1141,1541
BEN,2016,479,1145,1624
BEN,2017,572,1131,1703
BEN,2018,659,1078,1737
BEN,2019,721,1214,1935
BEN,2020,606,1350,1956
BEN,2021,730,1382,2112
BEN,2022,811,1407,2218
BEN,2023,905,2816,3721
BFA,2010,1141,499,1640
BFA,2011,1262,337,1599
BFA,2012,1458,504,1962
BFA,2013,1578,937,2515
BFA,2014,1853,1566,3419
BFA,2015,2147,2691,4838
BFA,2016,2352,4195,6547
BFA,2017,2694,5557,8251
BFA,2018,11447,4949,16396
BFA,2019,11733,4996,16729
BFA,2020,15694,5110,20804
BFA,2021,20209,5585,25794
BFA,2022,29914,35535,65449
BFA,2023,54869,90419,145288
BGD,2010,10046,6492,16538
BGD,2011,10047,5238,15285
BGD,2012,10159,8162,18321
BGD,2013,9720,22857,32577
BGD,2014,10868,21604,32472
BGD,2015,12154,30544,42698
BGD,2016,13842,25929,39771
BGD,2017,16780,68118,84898
BGD,2018,21022,58843,79865
BGD,2019,22766,62860,85626
BGD,2020,18948,64636,83584
BGD,2021,22672,65495,88167
BGD,2022,23935,61298,85233
BGD,2023,24126,75867,99993
BGR,2010,2558,124,2682
BGR,2011,2322,183,2505
BGR,2012,2143,136,2279
BGR,2013,1875,177,2052
BGR,2014,1644,187,1831
BGR,2015,1264,207,1471
BGR,2016,799,258,1057
BGR,2017,716,316,1032
BGR,2018,620,367,987
BGR,2019,566,344,910
BGR,2020,510,350,860
BGR,2021,455,340,795
BGR,2022,790,356,1146
BGR,2023,393,389,782
BHR,2010,81,24,105
BHR,2011,213,72,285
BHR,2012,294,103,397
BHR,2013,274,89,363
BHR,2014,344,98,442
BHR,2015,422,81,503
BHR,2016,461,118,579
BHR,2017,497,172,669
BHR,2018,540,136,676
BHR,2019,557,156,713
BHR,2020,534,118,652
BHR,2021,416,137,553
BHR,2022,312,158,470
BHR,2023,304,207,511
BHS,2010,17,28,45
BHS,2011,184,35,219
BHS,2012,195,32,227
BHS,2013,208,27,235
BHS,2014,216,40,256
BHS,2015,216,80,296
BHS,2016,298,119,417
BHS,2017,378,235,613
BHS,2018,421,391,812
BHS,2019,501,528,1029
BHS,2020,534,695,1229
BHS,2021,736,658,1394
BHS,2022,781,1210,1991
BHS,2023,1067,1825,2892
BIH,2010,62996,1342,64338
BIH,2011,58572,1949,60521
BIH,2012,51815,2791,54606
BIH,2013,26787,4140,30927
BIH,2014,21883,6566,28449
BIH,2015,18763,7015,25778
BIH,2016,18194,3108,21302
BIH,2017,17690,1886,19576
BIH,2018,16956,1619,18575
BIH,2019,16556,1487,18043
BIH,2020,15578,1358,16936
BIH,2021,18189,1631,19820
BIH,2022,19466,1500,20966
BIH,2023,19318,1313,20631
BLR,2010,5735,737,6472
BLR,2011,5916,910,6826
BLR,2012,6181,1013,7194
BLR,2013,4387,870,5257
BLR,2014,4296,931,5227
BLR,2015,4117,1472,5589
BLR,2016,3831,1985,5816
BLR,2017,3650,2862,6512
BLR,2018,3526,3282,6808
BLR,2019,3425,4012,7437
BLR,2020,3139,4698,7837
BLR,2021,4632,6799,11431
BLR,2022,11598,8396,19994
BLR,2023,15071,11837,26908
BLZ,2010,21,10,31
BLZ,2011,29,14,43
BLZ,2012,35,5,40
BLZ,2013,37,53,90
BLZ,2014,42,83,125
BLZ,2015,48,96,144
BLZ,2016,58,160,218
BLZ,2017,64,206,270
BLZ,2018,68,219,287
BLZ,2019,73,278,351
BLZ,2020,68,314,382
BLZ,2021,81,369,450
BLZ,2022,65,481,546
BLZ,2023,72,976,1048
BMU,2011,0,5,5
BMU,2012,0,5,5
BMU,2023,5,99,104
BOL,2010,589,134,723
BOL,2011,615,152,767
BOL,2012,616,162,778
BOL,2013,594,201,795
BOL,2014,594,262,856
BOL,2015,566,342,908
BOL,2016,530,411,941
BOL,2017,520,865,1385
BOL,2018,502,1004,1506
BOL,2019,514,1238,1752
BOL,2020,535,1370,1905
BOL,2021,549,1830,2379
BOL,2022,578,2324,2902
BOL,2023,468,4467,4935
BRA,2010,991,241,1232
BRA,2011,1040,197,1237
BRA,2012,1073,242,1315
BRA,2013,982,551,1533
BRA,2014,977,1190,2167
BRA,2015,893,2151,3044
BRA,2016,803,3760,4563
BRA,2017,851,6786,7637
BRA,2018,1038,8570,9608
BRA,2019,1399,12034,13433
BRA,2020,1548,16857,18405
BRA,2021,1954,26440,28394
BRA,2022,2740,49183,51923
BRA,2023,3798,72234,76032
BRB,2010,29,63,92
BRB,2011,42,73,115
BRB,2012,50,56,106
BRB,2013,63,51,114
BRB,2014,82,17,99
BRB,2015,95,24,119
BRB,2016,144,44,188
BRB,2017,172,76,248
BRB,2018,211,81,292
BRB,2019,243,116,359
BRB,2020,230,120,350
BRB,2021,265,91,356
BRB,2022,231,226,457
BRB,2023,298,255,553
BRN,2015,0,5,5
BRN,2016,0,5,5
BRN,2017,0,9,9
BRN,2019,0,10,10
BRN,2020,0,10,10
BRN,2021,0,5,5
BRN,2022,0,14,14
BRN,2023,0,24,24
BTN,2010,75062,1009,76071
BTN,2011,57980,1014,58994
BTN,2012,41582,99,41681
BTN,2013,31556,157,31713
BTN,2014,23633,190,23823
BTN,2015,17709,223,17932
BTN,2016,11757,277,12034
BTN,2017,7954,400,8354
BTN,2018,7100,390,7490
BTN,2019,6839,413,7252
BTN,2020,6741,411,7152
BTN,2021,6702,487,7189
BTN,2022,6688,465,7153
BTN,2023,6676,468,7144
BWA,2010,56,185,241
BWA,2011,88,168,256
BWA,2012,125,126,251
BWA,2013,165,101,266
BWA,2014,234,69,303
BWA,2015,306,73,379
BWA,2016,265,127,392
BWA,2017,279,95,374
BWA,2018,289,89,378
BWA,2019,228,139,367
BWA,2020,191,134,325
BWA,2021,122,213,335
BWA,2022,81,686,767
BWA,2023,150,1389,1539
CAF,2010,164902,1504,166406
CAF,2011,162861,1793,164654
CAF,2012,164567,1899,166466
CAF,2013,252854,7459,260313
CAF,2014,412028,14361,426389
CAF,2015,471093,10634,481727
CAF,2016,490879,10603,501482
CAF,2017,545513,12997,558510
CAF,2018,590858,17278,608136
CAF,2019,610152,15935,626087
CAF,2020,642161,13458,655619
CAF,2021,737658,14283,751941
CAF,2022,748344,14291,762635
CAF,2023,759187,14775,773962
CAN,2010,86,5,91
CAN,2011,108,0,108
CAN,2012,121,5,126
CAN,2013,94,23,117
CAN,2014,89,55,144
CAN,2015,73,334,407
CAN,2016,76,54,130
CAN,2017,75,78,153
CAN,2018,81,79,160
CAN,2019,71,88,159
CAN,2020,65,108,173
CAN,2021,60,126,186
CAN,2022,186,218,404
CAN,2023,223,311,534
CHE,2010,20,0,20
CHE,2011,20,0,20
CHE,2012,16,5,21
CHE,2013,11,0,11
CHE,2014,16,0,16
CHE,2015,16,0,16
CHE,2016,5,10,15
CHE,2017,5,10,15
CHE,2018,5,13,18
CHE,2019,5,20,25
CHE,2020,5,16,21
CHE,2021,0,21,21
CHE,2022,8,27,35
CHE,2023,0,42,42
CHL,2010,1163,170,1333
CHL,2011,1182,117,1299
CHL,2012,1145,63,1208
CHL,2013,588,66,654
CHL,2014,571,98,669
CHL,2015,554,149,703
CHL,2016,495,200,695
CHL,2017,493,350,843
CHL,2018,479,514,993
CHL,2019,486,1251,1737
CHL,2020,659,2111,2770
CHL,2021,987,9058,10045
CHL,2022,1500,11879,13379
CHL,2023,1901,19228,21129
CHN,2010,184601,7732,192333
CHN,2011,190369,11375,201744
CHN,2012,193449,15362,208811
CHN,2013,195121,24799,219920
CHN,2014,210793,47335,258128
CHN,2015,212911,57693,270604
CHN,2016,207768,72165,279933
CHN,2017,207716,89508,297224
CHN,2018,212039,94351,306390
CHN,2019,212863,104248,317111
CHN,2020,175361,108071,283432
CHN,2021,170222,118476,288698
CHN,2022,161366,116338,277704
CHN,2023,160565,137143,297708
CIV,2010,41747,6014,47761
CIV,2011,154818,18197,173015
CIV,2012,100709,11192,111901
CIV,2013,85650,10985,96635
CIV,2014,71956,13404,85360
CIV,2015,71107,13752,84859
CIV,2016,46811,18628,65439
CIV,2017,40009,26535,66544
CIV,2018,38316,22855,61171
CIV,2019,39351,19881,59232
CIV,2020,37525,34216,71741
CIV,2021,39940,32608,72548
CIV,2022,25148,22037,47185
CIV,2023,25994,25948,51942
CMR,2010,14952,2077,17029
CMR,2011,15149,2480,17629
CMR,2012,13360,3380,16740
CMR,2013,11410,4215,15625
CMR,2014,10739,5013,15752
CMR,2015,10565,7357,17922
CMR,2016,10344,10943,21287
CMR,2017,11032,24607,35639
CMR,2018,45118,18638,63756
CMR,2019,66241,21865,88106
CMR,2020,78481,23013,101494
CMR,2021,125477,22151,147628
CMR,2022,147352,21927,169279
CMR,2023,110715,50840,161555
COD,2010,476691,43082,519773
COD,2011,491470,52315,543785
COD,2012,509275,58670,567945
COD,2013,499551,65353,564904
COD,2014,516765,67339,584104
COD,2015,541487,76029,617516
COD,2016,537474,82709,620183
COD,2017,620805,136152,756957
COD,2018,720302,133422,853724
COD,2019,802974,145502,948476
COD,2020,840392,145372,985764
COD,2021,908401,148099,1056500
COD,2022,932680,135099,1067779
COD,2023,978209,149805,1128014
COG,2010,20682,2999,23681
COG,2011,12836,1944,14780
COG,2012,12113,2489,14602
COG,2013,11744,3273,15017
COG,2014,14498,3410,17908
COG,2015,14772,4071,18843
COG,2016,13291,4346,17637
COG,2017,13295,13068,26363
COG,2018,13354,11762,25116
COG,2019,12743,11227,23970
COG,2020,12590,12836,25426
COG,2021,14253,12795,27048
COG,2022,13331,9580,22911
COG,2023,13820,10363,24183
COL,2010,395579,60336,455915
COL,2011,395950,42586,438536
COL,2012,394112,18635,412747
COL,2013,396711,15638,412349
COL,2014,360291,4713,365004
COL,2015,340116,6879,346995
COL,2016,311059,12581,323640
COL,2017,191635,32478,224113
COL,2018,138583,45674,184257
COL,2019,189254,75548,264802
COL,2020,189866,70917,260783
COL,2021,115792,80705,196497
COL,2022,109012,144210,253222
COL,2023,115513,301824,417337
COM,2010,365,5,370
COM,2011,420,28,448
COM,2012,449,54,503
COM,2013,509,318,827
COM,2014,580,348,928
COM,2015,550,226,776
COM,2016,572,226,798
COM,2017,600,322,922
COM,2018,624,500,1124
COM,2019,658,1459,2117
COM,2020,748,2688,3436
COM,2021,1670,1833,3503
COM,2022,1900,792,2692
COM,2023,2194,921,3115
CPV,2010,22,0,22
CPV,2011,22,5,27
CPV,2012,22,10,32
CPV,2013,22,17,39
CPV,2014,27,46,73
CPV,2015,27,95,122
CPV,2016,10,98,108
CPV,2017,5,181,186
CPV,2018,10,206,216
CPV,2019,10,250,260
CPV,2020,5,258,263
CPV,2021,10,273,283
CPV,2022,20,256,276
CPV,2023,19,247,266
CRI,2010,352,74,426
CRI,2011,332,39,371
CRI,2012,325,23,348
CRI,2013,463,460,923
CRI,2014,414,125,539
CRI,2015,374,213,587
CRI,2016,202,312,514
CRI,2017,195,486,681
CRI,2018,207,548,755
CRI,2019,206,739,945
CRI,2020,208,800,1008
CRI,2021,235,989,1224
CRI,2022,275,1279,1554
CRI,2023,207,1684,1891
CUB,2010,7460,4380,11840
CUB,2011,7845,908,8753
CUB,2012,7722,823,8545
CUB,2013,7453,1120,8573
CUB,2014,7497,1815,9312
CUB,2015,6827,2353,9180
CUB,2016,5940,5025,10965
CUB,2017,5331,13258,18589
CUB,2018,5488,26597,32085
CUB,2019,6625,55944,62569
CUB,2020,8912,62234,71146
CUB,2021,11534,71590,83124
CUB,2022,14676,240994,255670
CUB,2023,18560,329692,348252
CUW,2013,35,59,94
CUW,2014,35,0,35
CUW,2015,35,0,35
CUW,2016,35,0,35
CUW,2017,35,0,35
CUW,2018,35,0,35
CUW,2019,35,0,35
CUW,2020,35,0,35
CUW,2021,35,0,35
CUW,2022,35,5,40
CUW,2023,8,0,8
CYM,2013,6,0,6
CYM,2014,6,0,6
CYM,2015,6,0,6
CYM,2016,6,0,6
CYM,2017,6,0,6
CYM,2018,6,0,6
CYM,2019,6,0,6
CYM,2020,5,0,5
CYM,2021,5,0,5
CYM,2022,5,0,5
CYP,2010,10,0,10
CYP,2011,10,0,10
CYP,2012,10,0,10
CYP,2013,10,0,10
CYP,2014,10,0,10
CYP,2015,0,5,5
CYP,2016,0,5,5
CYP,2017,0,20,20
CYP,2018,7,20,27
CYP,2019,0,35,35
CYP,2020,0,19,19
CYP,2021,5,15,20
CYP,2022,0,31,31
CYP,2023,5,38,43
CZE,2010,811,1152,1963
CZE,2011,758,656,1414
CZE,2012,620,194,814
CZE,2013,984,111,1095
CZE,2014,1321,97,1418
CZE,2015,1280,119,1399
CZE,2016,1266,233,1499
CZE,2017,1272,307,1579
CZE,2018,1236,224,1460
CZE,2019,1166,181,1347
CZE,2020,1112,158,1270
CZE,2021,758,161,919
CZE,2022,604,228,832
CZE,2023,637,176,813
DEU,2010,159,30,189
DEU,2011,169,29,198
DEU,2012,174,21,195
DEU,2013,164,73,237
DEU,2014,170,77,247
DEU,2015,153,86,239
DEU,2016,67,128,195
DEU,2017,66,179,245
DEU,2018,61,176,237
DEU,2019,69,201,270
DEU,2020,71,166,237
DEU,2021,59,248,307
DEU,2022,162,539,701
DEU,2023,209,762,971
DJI,2010,556,226,782
DJI,2011,595,275,870
DJI,2012,626,299,925
DJI,2013,747,391,1138
DJI,2014,870,414,1284
DJI,2015,1059,542,1601
DJI,2016,1437,831,2268
DJI,2017,1761,1286,3047
DJI,2018,2124,1100,3224
DJI,2019,2351,834,3185
DJI,2020,2419,883,3302
DJI,2021,2607,994,3601
DJI,2022,1706,1187,2893
DJI,2023,1840,1574,3414
DMA,2010,51,16,67
DMA,2011,49,11,60
DMA,2012,52,12,64
DMA,2013,41,20,61
DMA,2014,35,13,48
DMA,2015,35,89,124
DMA,2016,20,126,146
DMA,2017,26,63,89
DMA,2018,36,56,92
DMA,2019,50,82,132
DMA,2020,55,74,129
DMA,2021,54,124,178
DMA,2022,57,162,219
DMA,2023,73,344,417
DNK,2010,6,0,6
DNK,2011,6,0,6
DNK,2012,6,0,6
DNK,2013,6,5,11
DNK,2014,11,10,21
DNK,2015,11,15,26
DNK,2016,0,5,5
DNK,2017,0,21,21
DNK,2018,0,35,35
DNK,2019,5,37,42
DNK,2020,5,17,22
DNK,2021,8,25,33
DNK,2022,0,35,35
DNK,2023,0,16,16
DOM,2010,238,386,624
DOM,2011,239,347,586
DOM,2012,280,355,635
DOM,2013,298,840,1138
DOM,2014,348,1139,1487
DOM,2015,382,1709,2091
